brand,model,year,head_weight_g,dimension,vcog,moi,rcog,loft,adj_vcog,vcog_cf,cf_1,cf_2,points,mpf,category,iron_number,source_pdf
CALLAWAY,RAZR XF Forged #6,2012,261,1.455,0.813,15.26020,0.508,29,-0.032,.781,0,31,705,735,Super Game Improvement,6,MPF_CALLAWAY.pdf
CLEVELAND,Mashie Gliderail #6,2012,263,1.460,.810,13.7233,.464,27,-.026,.784,0,27,703,733,Super Game Improvement,6,MPF_CLEVELAND.pdf
PING,G430 #6,2023,256.4,1.518,0.880,18.2695,0.507,25.5,-0.045,.835,0,18,701,731,Super Game Improvement,6,MPF_PING.pdf
CALLAWAY,Elyte #6,2025,256.2,1.412,0.819,12.3153,0.533,25,-0.070,.749,0,37,700,730,Super Game Improvement,6,MPF_CALLAWAY.pdf
TAYLORMADE,SIM2 Max OS #6,2021,251.5,1.428,0.835,13.6989,0.534,22,-0.080,.755,0,27,700,730,Super Game Improvement,6,MPF_TAYLORMADE.pdf
TAYLORMADE,CGB #6,2018,261,1.401,0.832,14.6163,0.575,25,-0.087,.745,0,44,700,730,Super Game Improvement,6,MPF_TAYLORMADE.pdf
TAYLORMADE,RocketBallz RBZ #6,2012,262,1.453,0.869,13.9618,0.603,26,-0.087,.782,0,28,699,729,Super Game Improvement,6,MPF_TAYLORMADE.pdf
WILSON,Fat Shaft Staff,1997,247,1.460,0.833,16.61130,0.500,27,-0.039,.794,0,33,699,729,Super Game Improvement,,MPF_WILSON.pdf
BROWNING,440 G,1996,255,1.326,0.728,13.50788,0.450,26,-0.046,.682,0,54,698,728,Super Game Improvement,,MPF_BROWNING.pdf
CALLAWAY,Quantum Max #6,2026,257.5,1.433,0.856,13.8912,0.598,25.5,-0.093,.763,0,28,698,728,Super Game Improvement,6,MPF_CALLAWAY.pdf
MALTBY,TS1-IM Forged #6,2023,260.5,1.462,0.831,11.8759,0.524,28.5,-0.044,.788,0,24,698,728,Super Game Improvement,6,MPF_MALTBY.pdf
MALTBY,TS2 #6,2019,259.6,1.468,0.830,12.4697,0.474,26,-0.034,.796,0,25,697,727,Super Game Improvement,6,MPF_MALTBY.pdf
TOMMY ARMOUR,845cs Silver Back (cast ss),2003,256,1.341,0.785,13.01320,0.575,27,-0.089,.696,0,52,697,727,Super Game Improvement,,MPF_TOMMYARMOUR.pdf
MIZUNO,JPX 850 #6,2015,261.4,1.445,0.844,15.4572,0.570,28,-0.064,.780,0,31,696,726,Super Game Improvement,6,MPF_MIZUNO.pdf
MALTBY,Logic Tradition M-06 (stainless),2004,255,1.375,0.788,13.09430,0.525,26,-0.069,.719,0,39,695,725,Super Game Improvement,,MPF_MALTBY.pdf
COBRA,King Tec-X Forged One Length #6,2025,267,1.321,0.769,11.8059,0.563,25,-0.095,.674,0,47,694,724,Super Game Improvement,6,MPF_COBRA.pdf
PING,Eye 2,1983,257,1.485,0.882,13.78262,0.600,27,-0.077,.805,0,14,694,724,Super Game Improvement,,MPF_PING.pdf
MIZUNO,SORA High Launch Design (Forged) #6,2008,270.0,1.374,0.775,14.4760,0.615,35,-0.051,0.724,0,43,693,723,Super Game Improvement,6,MPF_MIZUNO.pdf
NIKE,Slingshot HL #6,2009,264.2,1.462,0.817,14.3927,0.487,29,-0.019,0.798,0,29,693,723,Super Game Improvement,6,MPF_NIKE.pdf
MALTBY,MMB Forged #5,2007,253,1.384,0.775,12.47660,0.486,27,-0.046,.729,0,37,692,722,Super Game Improvement,5,MPF_MALTBY.pdf
CALLAWAY,Big Bertha OS #6,2017,256.8,1.540,0.890,12.4138,0.526,26,-0.045,.845,-5,0,690,720,Super Game Improvement,6,MPF_CALLAWAY.pdf
TAYLOR MADE,EL-1,1982,254,1.310,0.763,11.31670,0.600,29,-0.098,.665,0,45,690,720,Super Game Improvement,,MPF_TAYLORMADE.pdf
BOCCIERI,H-11 Control Series Heavy Iron #6,2011,266.3,1.430,.829,13.5627,.585,30,-.061,.768,0,27,689,719,Super Game Improvement,6,MPF_BOCCIERI_GOLF.pdf
CALLAWAY,Rogue ST Max OS LITE #6,2022,259.6,1.557,0.861,13.9092,0.471,28.5,-0.007,.854,-14,0,689,719,Super Game Improvement,6,MPF_CALLAWAY.pdf
CLEVELAND,CG7 Dynamic -MCT #6,2010,262,1.488,.817,13.2728,.443,28,-0.005,.812,0,13,689,719,Super Game Improvement,6,MPF_CLEVELAND.pdf
GOLFSMITH,XPC Lady #5,2004,251.0,1.491,0.819,13.6457,0.460,29,-0.003,0.816,0,14,689,719,Super Game Improvement,5,MPF_GOLFSMITH.pdf
MAXFLI,C3 Stainless #6,2010,257,1.433,0.858,13.7403,0.618,28,-0.086,0.772,0,27,688,718,Super Game Improvement,6,MPF_MAXFLI.pdf
One Iron Golf,1 Iron #6,2021,273.0,1.454,0.781,13.4653,0.448,31,0.013,0.794,0,27,687,717,Super Game Improvement,6,MPF_1IRONGOLF.pdf
GOLFSMITH,Spalding Legacy,2002,253,1.353,0.805,12.59640,0.600,26,-0.101,.704,0,38,687,717,Super Game Improvement,,MPF_GOLFSMITH.pdf
CALLAWAY,X-20 Tour #6,2007,261,1.357,0.860,13.708,0.753,30,-0.148,.712,0,41,686,716,Super Game Improvement,6,MPF_CALLAWAY.pdf
MALTBY,Tricept Cavity C2 #6,2009,259.7,1.479,0.798,13.7327,0.426,29,0.009,0.807,0,14,686,716,Super Game Improvement,6,MPF_MALTBY.pdf
MALTBY,Logic Tradition M-05 (true forged),2003,255,1.375,0.785,13.02720,0.500,26,-0.057,.728,0,39,686,716,Super Game Improvement,,MPF_MALTBY.pdf
COBRA,King F8 One Length #6,2018,269.5,1.431,0.826,12.9947,0.500,25,-0.054,.772,0,26,685,715,Super Game Improvement,6,MPF_COBRA.pdf
COBRA,Bio Cell TSW #6,2014,263.5,1.482,0.815,14.5349,0.409,27,-0.003,.812,0,15,685,715,Super Game Improvement,6,MPF_COBRA.pdf
MIZUNO,MX-19 #6,2006,263,1.327,0.802,13.1902,0.660,31,-0.107,.695,0,53,685,715,Super Game Improvement,6,MPF_MIZUNO.pdf
MALTBY,MMB 17 (Tungsten Toe) #6 Forged,2013,259.0,1.391,0.763,11.4246,0.495,31,-0.022,.741,0,34,684,714,Super Game Improvement,6,MPF_MALTBY.pdf
MALTBY,MMB (Tungsten Toe) #6 Forged,2011,259.0,1.391,0.763,11.4246,0.495,31,-0.022,.741,0,34,684,714,Super Game Improvement,6,MPF_MALTBY.pdf
TAYLORMADE,RBLADEZ #6,2013,262.9,1.416,0.829,13.0861,0.550,26,-0.071,.758,0,26,684,714,Super Game Improvement,6,MPF_TAYLORMADE.pdf
COBRA,Dark Speed #6,2024,260.0,1.437,0.846,11.9984,0.529,24,-0.068,.778,0,24,683,713,Super Game Improvement,6,MPF_COBRA.pdf
COBRA,S3 E9 Face Technology #6,2011,261.7,1.419,0.830,14.5689,0.563,28,-0.065,.765,0,29,683,713,Super Game Improvement,6,MPF_COBRA.pdf
MIZUNO,JPX 925 Hot Metal Pro #6,2025,255.5,1.413,0.839,13.9995,0.575,26,-0.081,.758,0,28,683,713,Super Game Improvement,6,MPF_MIZUNO.pdf
MALTBY,TS1 #6,2019,258.3,1.396,0.778,11.7651,0.466,28,-0.028,.750,0,35,681,711,Super Game Improvement,6,MPF_MALTBY.pdf
COBRA,Bio Cell+ TSW #6,2014,259.1,1.365,0.763,12.7476,0.494,29,-0.039,.724,0,38,679,709,Super Game Improvement,6,MPF_COBRA.pdf
GOLFWORKS,DM Pro Launch,2002,253,1.363,0.821,13.12600,0.600,26,-0.097,.724,0,39,678,708,Super Game Improvement,,MPF_GOLFWORKS.pdf
MALTBY,Logic Tradition M-03 (forged),2002,242,1.386,0.780,10.74560,0.475,27,-0.040,.740,0,32,678,708,Super Game Improvement,,MPF_MALTBY.pdf
CLEVELAND,CG4 #6,2005,259,1.433,.832,13.5582,.581,31,-.049,.783,0,27,677,707,Super Game Improvement,6,MPF_CLEVELAND.pdf
PING,G30 #6,2014,252,1.563,0.846,16.2266,0.417,28,0.017,.863,-23,0,677,707,Super Game Improvement,6,MPF_PING.pdf
PING,i5 #6,2006,259,1.372,0.806,12.6484,0.592,30,-0.073,.733,0,38,677,707,Super Game Improvement,6,MPF_PING.pdf
CLEVELAND,CBX #6,2019,263.3,1.415,0.842,13.5012,0.567,26,-0.076,0.766,0,27,676,706,Super Game Improvement,6,MPF_CLEVELAND.pdf
TOUR EDGE,Bazooka HT Max #6,2010,265.3,1.361,.833,14.2236,.640,28,-.105,.728,0,43,676,706,Super Game Improvement,6,MPF_TOUR_EDGE.pdf
CLEVELAND,CG Gold MCT #6,2008,259.0,1.419,0.818,14.2043,0.537,29,-0.046,0.772,0,28,675,705,Super Game Improvement,6,MPF_CLEVELAND.pdf
COBRA,King Cobra SS-i #6 (senior),2004,261,1.318,0.773,14.04510,0.575,30,-0.074,.699,0,56,675,705,Super Game Improvement,6,MPF_COBRA.pdf
MALTBY,KE4 Forged #6,2012,262.3,1.375,0.786,11.9212,0.477,28,-0.031,.755,0,36,675,705,Super Game Improvement,6,MPF_MALTBY.pdf
TOUR EDGE,Exotics XCG3 #6,2010,266.2,1.440,.828,14.7426,.520,29,-.034,.794,0,29,675,705,Super Game Improvement,6,MPF_TOUR_EDGE.pdf
TAYLORMADE,Stealth #6,2022,262.1,1.414,0.823,14.4585,0.484,24,-0.053,.770,0,29,673,703,Super Game Improvement,6,MPF_TAYLORMADE.pdf
WISHON,770 CFE #5,2005,254,1.331,.849,14.9044,.713,26,-.146,.703,0,45,673,703,Super Game Improvement,5,MPF_WISHON.pdf
GOLFWORKS,DM Pro Balance,2003,259,1.400,0.795,15.50685,0.475,27,-0.036,.759,0,31,672,702,Super Game Improvement,,MPF_GOLFWORKS.pdf
MALTBY,M-45 #6,2005,262,1.325,0.745,11.5153,0.525,31,-0.046,.699,0,46,672,702,Super Game Improvement,6,MPF_MALTBY.pdf
BRIDGESTONE,Tour B JGR Forged HF1 #6,2019,246.3,1.311,0.805,12.7281,0.614,24,-0.114,.691,0,55,671,701,Super Game Improvement,6,MPF_BRIDGESTONE_GOLF.pdf
TAYLOR MADE,RAC HT,2004,252,1.371,0.839,13.94870,0.600,25,-0.097,.742,0,42,671,701,Super Game Improvement,,MPF_TAYLORMADE.pdf
COBRA,AMP Cell #6,2013,265.4,1.407,0.801,13.7079,0.496,28,-0.037,.764,0,27,670,700,Game Improvement,6,MPF_COBRA.pdf
CALLAWAY,RAZR Tour #6,2011,257,1.405,0.798,12.7042,0.494,28,-0.037,.761,0,25,669,699,Game Improvement,6,MPF_CALLAWAY.pdf
COBRA,King F8 #6,2018,259.8,1.430,0.830,12.7280,0.482,25,-0.044,.786,0,25,669,699,Game Improvement,6,MPF_COBRA.pdf
COBRA,Fly Z XL #6,2015,261,1.438,0.858,14.5767,0.569,28,-0.060,.798,0,29,669,699,Game Improvement,6,MPF_COBRA.pdf
MAXFLI,Australian 2000,1997,261,1.395,0.830,12.51582,0.575,27,-0.077,.753,0,25,667,697,Game Improvement,,MPF_MAXFLI.pdf
SPALDING,Tour Edition,1985,256,1.379,0.817,12.42791,0.550,27,-0.068,.749,0,37,667,697,Game Improvement,,MPF_SPALDING.pdf
TAYLORMADE,P790 #6,2024,262.4,1.304,0.774,13.9213,0.544,26.5,-0.081,.693,0,56,667,697,Game Improvement,6,MPF_TAYLORMADE.pdf
YONEX,V-Mass 350,2002,260,1.266,0.809,15.53660,0.700,27,-0.417,.662,0,62,666,696,Game Improvement,,MPF_MISC.pdf
MIZUNO,JPX 923 Hot Metal Pro #6,2023,257.2,1.402,0.842,14.2347,0.551,24,-0.078,.764,0,28,666,696,Game Improvement,6,MPF_MIZUNO.pdf
SRIXON,ZX4 #6,2021,262.0,1.371,0.797,13.2743,0.483,25.5,-0.052,.745,0,40,666,696,Game Improvement,6,MPF_SRIXON.pdf
TITLEIST,T250* Launch Forged #6,2025,253.5,1.300,0.759,13.2028,0.584,32,-0.069,0.690,0,53,663,693,Game Improvement,6,MPF_TITLEIST.pdf
WILSON,Pi 5 #6,2005,258,1.340,0.823,14.503,0.664,31,-0.102,.721,0,44,663,693,Game Improvement,6,MPF_WILSON.pdf
PXG,0311 XP #6,2020,253,1.460,0.871,15.5085,0.515,24,-0.057,0.814,0,16,662,692,Game Improvement,6,MPF_PXG.pdf
TOUR EDGE,Bazooka Max MOI Geomax 2 #6,2010,268.7,1.364,.850,13.4642,.654,28,-.107,.743,0,40,661,691,Game Improvement,6,MPF_TOUR_EDGE.pdf
TITLEIST,T250 Forged #6,2025,260.0,1.335,0.789,13.4775,0.547,27.5,-0.074,0.715,0,40,660,690,Game Improvement,6,MPF_TITLEIST.pdf
TITLEIST,T200 #6,2020,259.5,1.362,0.801,14.5313,0.503,26,0.055,0.746,0,44,660,690,Game Improvement,6,MPF_TITLEIST.pdf
PING,i15 #6,2010,260,1.415,0.802,13.2145,0.480,29,-0.020,0.782,0,26,659,689,Game Improvement,6,MPF_PING.pdf
TOMMY ARMOUR,835 Hot Scot,2002,255,1.430,0.833,13.80126,0.475,26,-0.034,.799,0,28,659,689,Game Improvement,,MPF_TOMMYARMOUR.pdf
MAXFLI,VHL (midsize),1995,255,1.265,0.785,11.98752,0.650,26,-0.130,.655,0,48,658,688,Game Improvement,,MPF_MAXFLI.pdf
TAYLORMADE,M5 #6,2019,256.7,1.388,0.830,13.2386,0.554,26,-0.073,.757,0,26,657,687,Game Improvement,6,MPF_TAYLORMADE.pdf
PXG,GEN 5 0311 XP #6,2022,254.8,1.446,0.860,14.8172,0.472,21.5,-0.055,0.805,0,15,656,686,Game Improvement,6,MPF_PXG.pdf
COBRA,3100 I/H Ladies’ #7,2004,267,1.358,0.813,14.1189,0.633,33,-0.068,.745,0,42,655,685,Game Improvement,7,MPF_COBRA.pdf
MIZUNO,JPX 900 Hot Metal #6,2017,262.9,1.400,0.832,15.0225,0.535,27,-0.057,.775,0,30,655,685,Game Improvement,6,MPF_MIZUNO.pdf
COBRA,Fly Z+ Forged #6,2015,263,1.346,0.752,12.3015,0.441,28,-0.022,.730,0,37,653,683,Game Improvement,6,MPF_COBRA.pdf
COBRA,AMP Cell #6 Ladies,2013,265.1,1.392,0.799,13.7420,0.486,28,-0.033,.766,0,27,653,683,Game Improvement,6,MPF_COBRA.pdf
TAYLORMADE,M2 Tour #6,2016,264.4,1.393,0.826,13.0430,0.555,28,-0.060,.766,0,26,653,683,Game Improvement,6,MPF_TAYLORMADE.pdf
BRIDGESTONE,J-40 Forged #6 (straight cavity),2012,257,1.357,0.788,13.14600,0.532,30,-0.044,.744,0,39,652,682,Game Improvement,6,MPF_BRIDGESTONE_GOLF.pdf
COBRA,AMP #6 Ladies,2013,260.3,1.419,0.807,14.0682,0.448,28,-0.010,.797,0,28,650,680,Game Improvement,6,MPF_COBRA.pdf
GOLFSMITH,Snake Eyes Viper LS,2000,255,1.328,0.770,14.44426,0.500,28,-0.048,.722,0,43,649,679,Game Improvement,,MPF_GOLFSMITH.pdf
GOLFSMITH,Harvey Penick Fire Steel,2003,252,1.444,0.858,14.58550,0.500,25,-0.047,.811,0,15,648,678,Game Improvement,,MPF_GOLFSMITH.pdf
POWER BILT,Platinum Series III,2000,255,1.355,0.830,13.33771,0.575,26,-0.083,.747,0,40,648,678,Game Improvement,,MPF_POWERBILT.pdf
POWER BILT,TPS Oversize,1996,253,1.490,0.910,14.66460,0.600,27,-0.069,.841,-1,0,648,678,Game Improvement,,MPF_POWERBILT.pdf
CALLAWAY,Mavrik #6,2020,257.1,1.453,0.851,13.2444,0.436,23.5,-0.032,.819,0,13,644,677,Game Improvement,6,MPF_CALLAWAY.pdf
COBRA,S2 #6,2010,263,1.417,0.825,14.3462,0.488,28,-0.026,0.799,0,29,647,677,Game Improvement,6,MPF_COBRA.pdf
TAYLOR MADE,RAC OS,2003,253,1.387,0.847,13.95400,0.575,26,-0.079,.768,0,28,647,677,Game Improvement,,MPF_TAYLORMADE.pdf
TOMMY ARMOUR,845s Silver Scot (original),1988,258,1.380,0.810,13.03260,0.487,25,-0.051,.759,0,26,647,677,Game Improvement,,MPF_TOMMYARMOUR.pdf
ORLIMAR,SS Scoring Iron,2000,262,1.510,0.930,14.81908,0.600,25,-0.078,.852,-12,0,646,676,Game Improvement,,MPF_ORLIMAR.pdf
TAYLORMADE,P.790 Forged #6,2025,255.8,1.373,0.828,12.2859,0.572,27,-0.076,.752,0,25,646,676,Game Improvement,6,MPF_TAYLORMADE.pdf
NIKE,VrS Covert #6,2014,263.4,1.511,0.906,14.8996,0.565,27,-0.053,.853,-13,0,645,675,Game Improvement,6,MPF_NIKE.pdf
TAYLORMADE,SLDR #6,2014,260.8,1.408,0.845,13.7565,0.549,28,-0.053,.792,0,28,644,674,Game Improvement,6,MPF_TAYLORMADE.pdf
CALLAWAY,Paradym X #6,2023,262.5,1.461,0.877,14.0355,0.476,23,-0.044,.833,0,14,642,672,Game Improvement,6,MPF_CALLAWAY.pdf
CLEVELAND,CG-16 Laser Milled #6,2011,257.3,1.397,.810,13.4511,.467,27,-.028,.782,0,27,642,672,Game Improvement,6,MPF_CLEVELAND.pdf
MACGREGOR,M565 #6,2005,263,1.253,.862,13.7992,.824,28,-.194,.668,0,55,640,670,Game Improvement,6,MPF_MACGREGOR.pdf
TOMMY ARMOUR,Atomic Max #6,2019,269,1.407,0.939,15.4780,0.740,25,-0.141,.798,0,31,640,670,Game Improvement,6,MPF_TOMMYARMOUR.pdf
CALLAWAY,Rogue X #6,2018,259.4,1.545,0.897,14.5679,0.470,25,-0.024,.873,-33,0,639,669,Game Improvement,6,MPF_CALLAWAY.pdf
NIKE,Sling shot OSS #6,2006,264,1.396,0.879,15.7102,0.665,30,-0.091,.788,0,31,639,669,Game Improvement,6,MPF_NIKE.pdf
FOUNDERS CLUB,Fresh Metal #6,2004,263,1.382,0.828,13.43640,0.562,29,-0.057,.771,0,27,638,668,Game Improvement,6,MPF_FOUNDERS_CLUB.pdf
TAYLORMADE,AeroBurner #6,2015,257,1.446,0.887,14.7456,0.549,25,-0.063,.824,0,15,637,667,Game Improvement,6,MPF_TAYLORMADE.pdf
TAYLOR MADE,RAC LT 2 #6,2005,259,1.276,0.822,14.3182,0.704,31,-0.126,.696,0,57,637,667,Game Improvement,6,MPF_TAYLORMADE.pdf
MAXFLI,VT #6,2010,256,1.444,0.849,14.2259,0.520,29,-0.027,0.822,0,14,636,666,Game Improvement,6,MPF_MAXFLI.pdf
POWER BILT,TPS Elipsoid,1994,264,1.504,0.894,13.65890,0.550,28,-0.040,.854,-14,0,636,666,Game Improvement,,MPF_POWERBILT.pdf
TOSKI,T-54 Forged,2003,256,1.250,0.770,11.00820,0.612,27,-0.112,.658,0,44,636,666,Game Improvement,,MPF_TOSKI.pdf
COBRA,King F6 #6,2016,262.1,1.362,0.809,12.9235,0.510,26,-0.056,.753,0,26,635,665,Game Improvement,6,MPF_COBRA.pdf
MAKSER,AS-4 #5,2005,255,1.310,.840,13.078,.675,27,-.126,.714,0,39,635,665,Game Improvement,5,MPF_MAKSER.pdf
COBRA,King Cobra SS (oversize),2001,253,1.373,0.826,13.37892,0.525,26,-0.060,.766,0,27,634,664,Game Improvement,,MPF_COBRA.pdf
GOLFSMITH,Snake Eyes FMC-1,2003,254,1.318,0.815,12.33440,0.600,27,-0.094,.721,0,37,634,664,Game Improvement,,MPF_GOLFSMITH.pdf
MIZUNO,MX-17 #6,2005,249,1.273,0.799,12.1185,0.667,31,-0.112,.687,0,48,634,664,Game Improvement,6,MPF_MIZUNO.pdf
POWER BILT,GrandSlam Diamond Weighting,2003,258,1.362,0.830,13.18000,0.550,25,-0.076,.754,0,26,634,664,Game Improvement,,MPF_POWERBILT.pdf
PXG,GEN 5 0311 P #6,2022,257.7,1.405,0.838,14.3013,0.487,26.5,-0.038,0.800,0,29,634,664,Game Improvement,6,MPF_PXG.pdf
TAYLOR MADE,LCG Burner,1998,256,1.316,0.800,13.40648,0.550,26,-0.078,.722,0,40,634,664,Game Improvement,,MPF_TAYLORMADE.pdf
WILSON,Defy HY #6,2016,260.1,1.165,0.942,14.4294,1.138,28,-0.339,.603,0,72,634,664,Game Improvement,6,MPF_WILSON.pdf
NIKE,Vr-Pro Cavity #6,2011,265.4,1.401,0.822,14.5936,0.485,28,-0.025,.797,0,29,633,663,Game Improvement,6,MPF_NIKE.pdf
TITLEIST,AP3 718 #6,2018,257.8,1.368,0.804,14.7866,0.499,28,-0.038,0.766,0,30,632,662,Game Improvement,6,MPF_TITLEIST.pdf
TOMMY ARMOUR,855s Silver Scot,1995,252,1.372,0.806,14.15800,0.500,28,-0.038,.768,0,28,632,662,Game Improvement,,MPF_TOMMYARMOUR.pdf
WISHON,550C (forged),2003,253,1.257,0.762,12.05260,0.562,27,-0.089,.673,0,46,632,662,Game Improvement,,MPF_WISHON.pdf
COBRA,King Cobra #5 Transition S Hybrid,2009,242.6,1.147,0.869,12.5179,1.028,25,-0.290,0.579,0,63,631,661,Game Improvement,5,MPF_COBRA.pdf
TAYLOR MADE,Oversize Burner #5,1996,258,1.317,0.838,13.7745,0.645,27,-0.111,.727,0,41,631,661,Game Improvement,5,MPF_TAYLORMADE.pdf
CALLAWAY,XR #6,2015,258.5,1.442,0.840,13.3738,0.441,26,-0.015,.825,0,13,630,660,Game Improvement,6,MPF_CALLAWAY.pdf
MIZUNO,JPX Hot Metal Pro #6,2019,259.9,1.431,0.858,13.7709,0.507,26,-0.043,.815,0,14,630,660,Game Improvement,6,MPF_MIZUNO.pdf
PING,S59 #5,2004,254,1.336,0.811,11.928,0.537,26,-0.069,.742,0,36,630,660,Game Improvement,5,MPF_PING.pdf
PING,S59,2004,254,1.336,0.811,11.92800,0.537,26,-0.069,.742,0,36,630,660,Game Improvement,,MPF_PING.pdf
TITLEIST,DCI 981 SL,2000,259,1.361,0.823,12.50670,0.550,27,-0.067,.756,0,25,630,660,Game Improvement,,MPF_TITLEIST.pdf
GOLFWORKS,CER 551+,2002,251,1.310,0.780,11.47707,0.525,27,-0.065,.715,0,34,629,659,Game Improvement,,MPF_GOLFWORKS.pdf
GOLFSMITH,Sterling Tungsten,2000,253,1.287,0.760,14.51315,0.500,27,-0.057,.703,0,44,628,658,Game Improvement,,MPF_GOLFSMITH.pdf
CALLAWAY,Paradym #6,2023,259.9,1.430,0.849,12.6749,0.479,26,-0.032,.817,0,13,626,656,Game Improvement,6,MPF_CALLAWAY.pdf
MIZUNO,JPX 825 #6,2013,263,1.444,0.906,16.42660,0.613,28,-0.070,.836,0,16,624,654,Game Improvement,6,MPF_MIZUNO.pdf
POWER BILT,GrandSlam oversize,2000,261,1.416,0.840,13.71143,0.450,24,-0.034,.806,0,14,624,654,Game Improvement,,MPF_POWERBILT.pdf
GOLFSMITH,Snake Eyes FC-01,2002,254,1.304,0.810,13.34523,0.575,26,-0.088,.722,0,40,622,652,Game Improvement,,MPF_GOLFSMITH.pdf
ADAMS,Idea Pro Forged #6,2006,262,1.220,0.768,13.9001,0.650,31,-0.113,.655,0,56,621,651,Game Improvement,6,MPF_ADAMS_GOLF.pdf
COBRA,King Cobra FP Ladies #7,2006,264,1.308,0.821,13.0770,0.680,33,-0.095,.726,0,39,621,651,Game Improvement,7,MPF_COBRA.pdf
GOLFSMITH,TGI 560,2002,253,1.318,0.790,15.04216,0.525,29,-0.048,.742,0,45,621,651,Game Improvement,,MPF_GOLFSMITH.pdf
HENRY- GRIFFITTS,HG IS-1 #6,2012,262,1.391,0.857,14.95640,0.609,31,-0.057,.800,0,30,621,651,Game Improvement,6,MPF_GRIFFITTS_HENRY.pdf
TAYLORMADE,Slim Max OS #6,2020,252.4,1.362,0.836,13.7949,0.513,23,-0.067,.769,0,28,621,651,Game Improvement,6,MPF_TAYLORMADE.pdf
PXG,0311 XP Gen 7 SX Forged #6,2025,254.7,1.478,0.897,15.5149,0.494,23,-0.048,0.849,-9,0,620,650,Game Improvement,6,MPF_PXG.pdf
TOMMY ARMOUR,845m Silver Back (forged muscle),2003,261,1.250,0.780,11.65129,0.600,27,-0.103,.677,0,47,620,650,Game Improvement,,MPF_TOMMYARMOUR.pdf
YONEX,EZOne SD #6,2014,262,1.459,0.863,14.2892,0.521,27,-0.041,.822,0,14,620,650,Game Improvement,6,MPF_YONEX.pdf
TITLEIST,735 CM #6,2005,258,1.198,.744,11.6124,.613,30,-.106,.638,0,58,618,648,Game Improvement,6,MPF_TITLEIST.pdf
TAYLOR MADE,RAC CGB #6,2005,259,1.310,0.820,13.1008,0.614,29,-0.088,.732,0,39,617,647,Game Improvement,6,MPF_TAYLORMADE.pdf
TAYLOR MADE,RAC LT #6,2003,262,1.353,0.831,13.49850,0.612,31,-0.068,.763,0,27,617,647,Game Improvement,6,MPF_TAYLORMADE.pdf
COBRA,FP #6,2006,263,1.385,0.836,13.2441,0.537,29,-0.041,.795,0,26,616,646,Game Improvement,6,MPF_COBRA.pdf
WILSON,Fat Shaft FS #6,2001,258,1.376,0.849,15.61800,0.575,29,-0.058,.791,0,31,616,646,Game Improvement,6,MPF_WILSON.pdf
MACGREGOR,V-Foil 1025c (forged),2001,247,1.347,0.787,11.74085,0.450,26,-0.032,.755,0,23,615,645,Game Improvement,,MPF_MACGREGOR.pdf
TAYLORMADE,P.770 Forged #6,2025,247.7,1.303,0.795,11.8526,0.545,27,-0.071,.724,0,36,615,645,Game Improvement,6,MPF_TAYLORMADE.pdf
WILSON,Ci 6 #6,2005,264,1.360,0.849,15.0020,0.605,29,-0.074,.775,0,30,615,645,Game Improvement,6,MPF_WILSON.pdf
COBRA,AMP #6,2012,260.1,1.360,0.810,13.8864,0.481,27,-0.035,.775,0,28,613,643,Game Improvement,6,MPF_COBRA.pdf
ADAMS,Tight Lies,2000,253,1.220,0.720,12.49687,0.500,28,-0.062,.658,0,50,612,642,Game Improvement,,MPF_ADAMS_GOLF.pdf
NIKE,NDS #6,2005,262,1.288,0.807,12.367,0.641,31,-0.094,.713,0,37,612,642,Game Improvement,6,MPF_NIKE.pdf
TAYLORMADE,P790 #6,2021,260.3,1.366,0.819,13.0126,0.478,26.5,-0.039,.780,0,26,612,642,Game Improvement,6,MPF_TAYLORMADE.pdf
COBRA,FP #6,2006,260,1.374,0.847,13.1895,0.590,30,-0.058,.789,0,26,611,641,Game Improvement,6,MPF_COBRA.pdf
MAXFLI,Revolution (multi-layer),1998,253,1.300,0.800,12.69582,0.550,27,-0.073,.727,0,38,611,641,Game Improvement,,MPF_MAXFLI.pdf
TITLEIST,T150 Forged #6,2025,261.0,1.303,0.774,14.1381,0.488,28.5,-0.040,0.734,0,42,611,641,Game Improvement,6,MPF_TITLEIST.pdf
POWER BILT,GrandSlam H & B Goal Post Align.,1990,256,1.260,0.818,11.75250,0.662,28,-0.121,.697,0,47,610,640,Game Improvement,,MPF_POWERBILT.pdf
COBRA,3100 I/H #5,2004,253,1.348,0.817,13.8650,0.500,26,-0.050,.767,0,28,609,639,Game Improvement,5,MPF_COBRA.pdf
GOLFSMITH,400 CM Deep CG,2000,254,1.295,0.775,14.02918,0.500,28,-0.047,.728,0,42,609,639,Game Improvement,,MPF_GOLFSMITH.pdf
TITLEIST,695 CB #6,2006,257,1.200,.779,11.6783,.673,30,-.129,.650,0,58,608,638,Game Improvement,6,MPF_TITLEIST.pdf
MIZUNO,JPX 923 Forged #6,2023,255.5,1.373,0.828,13.6690,0.490,27,-0.035,.793,0,27,607,637,Game Improvement,6,MPF_MIZUNO.pdf
ADAMS,A2 OS Hybrid #7,2006,268,1.242,0.826,13.3439,0.735,32,-0.137,.689,0,53,606,636,Game Improvement,7,MPF_ADAMS_GOLF.pdf
CALLAWAY,X Forged #6,2007,257,1.234,0.750,13.3358,0.565,31,-0.069,.681,0,53,606,636,Game Improvement,6,MPF_CALLAWAY.pdf
