brand,model,year,head_weight_g,dimension,vcog,moi,rcog,loft,adj_vcog,vcog_cf,cf_1,cf_2,points,mpf,category,iron_number,source_pdf
ADAMS,Idea Pro Gold #6 Forged,2010,260.5,1.222,0.828,12.6120,0.487,30,-0.005,.823,0,13,412,442,Conventional,6,MPF_ADAMS_GOLF.pdf
GOLFSMITH,Harvey Penick Plus Tungsten,2000,255,1.153,0.800,12.42147,0.475,27,-0.034,.766,0,25,412,442,Conventional,,MPF_GOLFSMITH.pdf
NIKE,VrS Forged #6,2012,257.1,1.181,0.829,13.1153,0.502,28,-0.033,.796,0,26,411,441,Conventional,6,MPF_NIKE.pdf
TITLEIST,DCI 990B,2000,259,1.145,0.804,11.87187,0.500,27,-0.046,.758,0,24,411,441,Conventional,,MPF_TITLEIST.pdf
COBRA,S3 Pro Forged-C #6,2011,258,1.168,0.809,11.0004,0.518,30,-0.029,.780,0,22,410,440,Conventional,6,MPF_COBRA.pdf
MACGREGOR,Tourney,1999,252,1.147,0.830,13.96640,0.550,27,-0.065,.765,0,28,410,440,Conventional,,MPF_MACGREGOR.pdf
SRIXON,Z Star #6,2011,259.1,1.200,0.843,14.2368,0.507,27,-0.039,.804,0,14,410,440,Conventional,6,MPF_SRIXON.pdf
BEN HOGAN,Director (forged),1974,255,1.084,0.800,12.38230,0.600,29,-0.087,.713,0,37,408,438,Conventional,,MPF_BEN_HOGAN.pdf
MIZUNO,JPX 900 Forged #6,2017,259.7,1.258,0.837,14.9830,0.410,27,0.008,.845,-5,0,408,438,Conventional,6,MPF_MIZUNO.pdf
NICKLAUS,Airbear Tour,1997,259,1.226,0.914,14.59430,0.612,26,-0.081,.833,0,15,408,438,Conventional,,MPF_NICKLAUS.pdf
TAYLORMADE,MC Forged-Tour Preferred #6,2011,263.1,1.200,0.808,13.0473,0.472,30,-0.003,.805,0,13,408,438,Conventional,6,MPF_TAYLORMADE.pdf
WILSON,D7 Forged #6,2020,265.9,1.308,0.913,14.6468,0.534,26.5,-0.043,.870,-30,0,408,438,Conventional,6,MPF_WILSON.pdf
SPALDING,Executive MV2,1971,266,1.161,0.836,13.10420,0.550,28,-0.056,.780,0,26,407,437,Conventional,,MPF_SPALDING.pdf
FOUNDERS CLUB,The Judge-Tour CB (forged),1999,259,1.100,0.833,13.89490,0.625,28,-0.097,.736,0,42,406,436,Conventional,,MPF_FOUNDERS_CLUB.pdf
GOLFSMITH,XPC 3000,2003,253,1.203,0.874,13.71540,0.550,26,-0.060,.814,0,14,403,433,Conventional,,MPF_GOLFSMITH.pdf
MIZUNO,JPX 919 Tour #6,2019,259.8,1.178,0.798,12.6039,0.457,30,0.002,.800,0,25,403,433,Conventional,6,MPF_MIZUNO.pdf
BEN HOGAN,Apex F T X #6,2004,262,1.144,0.824,12.25960,0.575,30,-0.057,.767,0,25,402,432,Conventional,6,MPF_BEN_HOGAN.pdf
TAYLORMADE,P760 #6,2019,258.7,1.254,0.862,12.1861,0.489,28,-0.016,.846,-6,0,402,432,Conventional,6,MPF_TAYLORMADE.pdf
PING,i240 #6,2025,257.0,1.301,0.868,15.8352,0.498,30,0.002,.870,-30,0,401,431,Conventional,6,MPF_PING.pdf
TITLEIST,690 CB (forged),2002,251,1.108,0.798,12.48700,0.512,27,-0.054,.744,0,37,401,431,Conventional,,MPF_TITLEIST.pdf
PING,iBlade #6,2017,257.3,1.260,0.821,14.1625,0.445,31,0.029,.850,-10,0,400,430,Conventional,6,MPF_PING.pdf
Takomo,301 CB #6,2024,262.7,1.152,0.790,12.3683,0.479,30,-0.013,.777,0,25,400,430,Conventional,6,MPF_TAKOMO.pdf
COBRA,Fly Z Pro #6,2015,259.5,1.208,0.808,10.9419,0.427,29,0.012,.820,0,11,399,429,Conventional,6,MPF_COBRA.pdf
GOLFSMITH,Snake Eyes 675C (Forged) #6,2008,261.0,1.198,0.806,12.8145,0.475,31,0.006,0.812,0,13,399,429,Conventional,6,MPF_GOLFSMITH.pdf
MIZUNO,JPX 825 Pro- Forged #6,2013,263,1.137,0.834,14.14400,0.585,29,-0.068,.766,0,28,399,429,Conventional,6,MPF_MIZUNO.pdf
TOMMY ARMOUR,845 EVO V-31,2000,255,1.157,0.810,12.51189,0.450,26,-0.027,.783,0,25,399,429,Conventional,,MPF_TOMMYARMOUR.pdf
COBRA,King CB #6,2023,262.1,1.168,0.804,12.2274,0.482,30,-0.010,.794,0,24,398,428,Conventional,6,MPF_COBRA.pdf
MIZUNO,MP-54 Forged #6,2014,260,1.108,0.772,12.56190,0.487,30,-0.024,.748,0,38,398,428,Conventional,6,MPF_MIZUNO.pdf
MIZUNO,Pro-II #6,2000,253,1.101,0.810,12.55280,0.600,31,-0.068,.742,0,38,397,427,Conventional,6,MPF_MIZUNO.pdf
MIZUNO,MP 59 Ti Muscle Forged #6,2012,260,1.166,0.826,12.08340,0.515,29,-0.032,.794,0,24,396,426,Conventional,6,MPF_MIZUNO.pdf
SRIXON,Z-Forged II #6,2025,257.8,1.145,0.791,12.2878,0.468,29,-0.017,.774,0,25,396,426,Conventional,6,MPF_SRIXON.pdf
WILSON,C100 #6,2014,261.4,1.292,0.911,16.0245,0.548,27,-0.043,.868,-28,0,396,426,Conventional,6,MPF_WILSON.pdf
CLEVELAND,CG-1 Tour #6 Forged,2011,258.9,1.190,.813,11.7151,.461,29,-.006,.807,0,12,395,425,Conventional,6,MPF_CLEVELAND.pdf
CLEVELAND,CG-1 Tour #6 Forged,2011,258.9,1.190,.813,11.7151,.461,29,-.006,.807,0,12,395,425,Conventional,6,MPF_CLEVELAND.pdf
HENRY- GRIFFITTS,HG #6,2012,262,1.204,0.796,13.71520,0.412,30,0.027,.823,0,14,395,425,Conventional,6,MPF_GRIFFITTS_HENRY.pdf
ADAMS,Idea Tech a40S #6,2010,259.5,1.302,0.987,17.1842,0.737,28,-0.113,.874,-34,0,394,424,Conventional,6,MPF_ADAMS_GOLF.pdf
COBRA,S3 Pro Forged-M #6,2011,261.5,1.158,0.818,11.1868,0.527,30,-0.032,.786,0,22,394,424,Conventional,6,MPF_COBRA.pdf
MAXFLI,Tour Limited A10 #6,2000,262,1.097,0.851,13.77720,0.675,30,-0.106,.745,0,41,393,423,Conventional,6,MPF_MAXFLI.pdf
TAYLORMADE,RSi 2 #6,2015,265.4,1.290,0.856,14.6468,0.410,27,0.013,.869,-29,0,392,422,Conventional,6,MPF_TAYLORMADE.pdf
TITLEIST,DCI 990,2000,258,1.154,0.815,11.63184,0.475,27,-0.030,.785,0,23,392,422,Conventional,,MPF_TITLEIST.pdf
SPALDING,Top-Flite Dy-Nertial,1974,257,1.131,0.791,12.95871,0.500,30,-0.025,.766,0,26,391,421,Conventional,,MPF_SPALDING.pdf
MIZUNO,MX-200 Forged #6,2009,261.5,1.198,0.828,13.3195,0.489,30,-0.006,.822,0,13,389,419,Conventional,6,MPF_MIZUNO.pdf
MIZUNO,MP-33,1999,247,1.072,0.782,11.60062,0.512,26,-0.064,.718,0,35,389,419,Conventional,,MPF_MIZUNO.pdf
POWER BILT,GrandSlam oversize,1998,260,1.187,0.840,14.27207,0.437,24,-0.028,.812,0,14,389,419,Conventional,,MPF_POWERBILT.pdf
WILSON,FG Tour 100 Forged #6,2014,260.4,1.205,0.827,12.3106,0.476,30,0.001,.828,0,12,389,419,Conventional,6,MPF_WILSON.pdf
TAYLOR MADE,R7 Draw #6,2006,264,1.186,0.882,14.4301,0.600,28,-0.070,.812,0,14,388,418,Conventional,6,MPF_TAYLORMADE.pdf
WISHON,951 XA,2003,255,1.135,0.830,12.03310,0.525,26,-0.059,.771,0,24,388,418,Conventional,,MPF_WISHON.pdf
CALLAWAY,Apex Pro Forged #6,2014,263.6,1.160,0.797,11.9130,0.424,28,0,.797,0,24,387,417,Conventional,6,MPF_CALLAWAY.pdf
SRIXON,Z745 #6,2016,259.6,1.211,0.824,12.0955,0.416,28,0.012,.836,0,12,387,417,Conventional,6,MPF_SRIXON.pdf
TAYLORMADE,P7MC #6,2021,258.1,1.198,0.796,11.7650,0.392,29.5,0.027,.823,0,12,387,417,Conventional,6,MPF_TAYLORMADE.pdf
TITLEIST,716 AP2 #6,2016,260.7,1.138,0.803,14.1048,0.489,29,-0.024,0.779,0,28,387,417,Conventional,6,MPF_TITLEIST.pdf
MIZUNO,MP-20 MMC Ti #6,2020,260.5,1.183,0.815,12.7162,0.442,28,-0.005,.810,0,13,386,416,Conventional,6,MPF_MIZUNO.pdf
WILSON,D200 #6,2015,262.1,1.391,0.934,16.3813,0.530,27,-0.028,.906,-99,0,386,416,Conventional,6,MPF_WILSON.pdf
TOMMY ARMOUR,845  Forged #6,2020,260.9,1.267,0.912,13.2149,0.549,26,-0.051,.861,-21,0,385,415,Conventional,6,MPF_TOMMYARMOUR.pdf
CALLAWAY,LEGACY BLACK Forged#6,2013,255.5,1.204,0.799,12.3388,0.383,29,0.033,.832,0,12,384,414,Conventional,6,MPF_CALLAWAY.pdf
TITLEIST,CB Forged 718 #6,2018,259.8,1.186,0.779,14.4888,0.405,31,0.038,0.817,0,14,383,413,Conventional,6,MPF_TITLEIST.pdf
WILSON,D100 ES #6,2014,259.2,1.336,0.877,15.6432,0.431,27,0.008,.885,-68,0,383,413,Conventional,6,MPF_WILSON.pdf
MIZUNO,MP-32 #6,2004,254,1.097,0.810,11.7623,0.587,31,-0.060,.750,0,35,382,412,Conventional,6,MPF_MIZUNO.pdf
TITLEIST,690 MB (forged),2002,252,1.080,0.816,12.36800,0.575,27,-0.081,.735,0,37,382,412,Conventional,,MPF_TITLEIST.pdf
MIZUNO,MP-57 Cut Muscle (Forged) #6,2007,261.0,1.126,0.823,12.3970,0.583,31,-0.053,0.770,0,25,381,411,Conventional,6,MPF_MIZUNO.pdf
PXG,0317 ST Milled Blade #6,2022,257.6,1.209,0.816,11.2999,0.431,30,0.023,.839,0,11,381,411,Conventional,6,MPF_PXG.pdf
MIZUNO,PRO 241 #6,2024,255.0,1.154,0.791,10.9245,0.449,30,0.005,.796,0,22,380,410,Conventional,6,MPF_MIZUNO.pdf
CALLAWAY,Apex MB #6,2021,260.3,1.198,0.804,12.3698,0.396,29,0.028,.832,0,12,378,408,Conventional,6,MPF_CALLAWAY.pdf
TAYLORMADE,P7MC Forged #6,2023,253.0,1.238,0.812,11.7301,0.404,30,0.038,.850,-10,0,378,408,Conventional,6,MPF_TAYLORMADE.pdf
CLEVELAND,CG4 Tour #6,2007,260,1.324,0.840,13.0600,0.456,32,0.043,0.883,-65,0,376,406,Conventional,6,MPF_CLEVELAND.pdf
CALLAWAY,Apex Pro #6,2016,261.3,1.201,0.799,12.0050,0.416,31,0.039,.838,0,12,375,405,Conventional,6,MPF_CALLAWAY.pdf
CLEVELAND,TA1 (form forged),1999,250,1.187,0.830,11.08251,0.437,27,-0.007,.823,0,11,375,405,Conventional,,MPF_CLEVELAND.pdf
KZG,Forged II,2003,258,1.118,0.830,14.25050,0.537,27,-0.058,.772,0,29,375,405,Conventional,,MPF_KZG.pdf
MIZUNO,MX-300 Forged #6,2010,261,1.137,0.828,13.0502,0.515,28,-0.040,0.788,0,26,375,405,Conventional,6,MPF_MIZUNO.pdf
TURNER,T2 Optimized Trajectory #5,2005,259,1.328,.950,16.6808,.612,27,-.065,.885,-680,0,375,405,Conventional,5,MPF_TURNER.pdf
MIZUNO,MP 69 Forged #6,2012,262,1.140,0.813,11.67670,0.509,30,-0.023,.790,0,23,373,403,Conventional,6,MPF_MIZUNO.pdf
MIZUNO,MP-63 #6 Forged,2011,260.9,1.166,0.827,11.8709,0.498,29,-0.022,.805,0,12,373,403,Conventional,6,MPF_MIZUNO.pdf
SRIXON,Z785 #6,2019,261.0,1.214,0.832,13.0898,0.426,28,0.009,.841,-1,0,372,402,Conventional,6,MPF_SRIXON.pdf
TITLEIST,680 (forged),2003,253,1.102,0.831,11.75680,0.575,27,-0.077,.754,0,24,372,402,Conventional,,MPF_TITLEIST.pdf
TAYLORMADE,P750 #6,2017,255.6,1.185,0.800,11.4396,0.399,29,0.025,.825,0,11,371,401,Conventional,6,MPF_TAYLORMADE.pdf
GOLFSMITH,Lady XPC Plus,2001,257,1.370,0.840,14.38072,0.350,29,0.064,.904,-96,0,370,400,Classic,,MPF_GOLFSMITH.pdf
TOMMY ARMOUR,845s Oversize,1998,258,1.195,0.850,13.94494,0.437,26,-0.011,.839,0,14,370,400,Classic,,MPF_TOMMYARMOUR.pdf
ADAMS,XTD Forged #6,2014,265,1.196,0.865,12.5267,0.490,30,-0.025,.840,0,13,369,399,Classic,6,MPF_ADAMS_GOLF.pdf
MIZUNO,JPX 850 Forged #6,2015,264.3,1.255,0.850,14.6571,0.448,29,0.013,.863,-23,0,369,399,Classic,6,MPF_MIZUNO.pdf
COBRA,King Forged CB #6,2017,262.1,1.135,0.794,11.5945,0.448,29.5,-0.004,.790,0,23,368,398,Classic,6,MPF_COBRA.pdf
MIZUNO,MP-4 Forged #6,2014,263,1.106,0.790,11.58800,0.504,30,-0.028,.762,0,23,367,397,Classic,6,MPF_MIZUNO.pdf
NIKE,Vapor Fly Pro #6,2016,259.4,1.340,0.879,15.2866,0.441,28,0.014,.893,-80,0,367,397,Classic,6,MPF_NIKE.pdf
NIKE,CPR,2003,258,1.188,0.874,13.32830,0.537,28,-0.038,.836,0,13,365,395,Classic,,MPF_NIKE.pdf
TOMMY ARMOUR,845 EVO V-25 (forged),2000,254,1.130,0.825,12.45744,0.475,26,-0.035,.790,0,25,365,395,Classic,,MPF_TOMMYARMOUR.pdf
CALLAWAY,X Forged #6,2018,260.5,1.236,0.806,12.7931,0.357,29,0.050,.856,-16,0,364,394,Classic,6,MPF_CALLAWAY.pdf
CLEVELAND,TA3 (cast),1998,252,1.155,0.840,12.19784,0.500,27,-0.037,.803,0,12,364,394,Classic,,MPF_CLEVELAND.pdf
LYNX,Black Cat Tour Milled MC #5,2006,252,1.103,.830,13.9333,.547,27,-.063,.767,0,28,364,394,Classic,5,MPF_LYNX.pdf
TITLESIST,Z.M. (Forged) #6,2008,257.0,1.182,0.798,12.3061,0.427,31,0.032,0.830,0,12,364,394,Classic,6,MPF_TITLEIST.pdf
COBRA,King RF Forged MB #6,2022,254.6,1.176,0.814,11.1265,0.453,30.5,0.010,.824,0,11,363,393,Classic,6,MPF_COBRA.pdf
MIZUNO,MP-64 Forged #6,2013,264,1.103,0.794,11.68100,0.512,30,-0.031,.763,0,23,363,393,Classic,6,MPF_MIZUNO.pdf
PING,i230 #6,2023,262.5,1.348,0.892,15.3980,0.484,29,0.006,.898,-87,0,363,393,Classic,6,MPF_PING.pdf
MIZUNO,MP-52 Forged #6,2009,260.2,1.094,0.801,12.1012,0.556,31,-0.045,.756,0,24,362,392,Classic,6,MPF_MIZUNO.pdf
TOSKI,Target,2001,257,1.452,0.965,13.50871,0.537,25,-0.041,.924,-168,0,360,390,Classic,,MPF_TOSKI.pdf
MIZUNO,MP-58 Forged #6,2010,261,1.116,0.812,12.2280,0.537,31,-0.030,0.782,0,24,358,388,Classic,6,MPF_MIZUNO.pdf
WILSON,Staff Midsize RM,1996,254,1.275,0.895,13.45956,0.525,29,-0.016,.879,-39,0,357,387,Classic,,MPF_WILSON.pdf
PING,Blueprint T #6,2024,260.0,1.210,0.820,11.8584,0.426,30,0.027,.847,-7,0,356,386,Classic,6,MPF_PING.pdf
SPALDING,Top-Flite Professional,1968,257,1.180,0.837,11.83594,0.525,32,-0.001,.836,0,12,356,386,Classic,,MPF_SPALDING.pdf
TAYLORMADE,RSi TP #6,2015,265.5,1.268,0.830,14.1504,0.400,30,-0.046,.876,-36,0,356,386,Classic,6,MPF_TAYLORMADE.pdf
SPALDING,Top-Flite Professional,1965,253,1.088,0.818,11.86660,0.512,25,-0.061,.757,0,24,355,385,Classic,,MPF_SPALDING.pdf
WILSON,Dyna Powered Staff Model,1968,248,1.122,0.780,12.02072,0.450,31,0.011,.791,0,24,355,385,Classic,,MPF_WILSON.pdf
COBRA,King MB #6,2023,262.1,1.147,0.806,11.8759,0.448,29,-0.001,.805,0,12,354,384,Classic,6,MPF_COBRA.pdf
TOUR EDGE,Exotics-2010 CNC Forged Limited #6,2010,265,1.151,.799,11.2448,.465,31,.009,.808,0,11,354,384,Classic,6,MPF_TOUR_EDGE.pdf
CLEVELAND,TA3 (form forged),1999,249,1.203,0.860,12.02676,0.450,26,-0.015,.845,-5,0,353,383,Classic,,MPF_CLEVELAND.pdf
COBRA,King Cobra Pro MB #6 Forged,2011,258.6,1.100,0.811,11.7778,0.536,30,-0.039,.772,0,24,352,382,Classic,6,MPF_COBRA.pdf
GOLFSMITH,XPC Plus Twin Sole,1998,257,1.385,0.880,15.84793,0.375,27,0.037,.917,-116,0,352,382,Classic,,MPF_GOLFSMITH.pdf
MIZUNO,MP-67 #6,2006,261,1.089,0.813,12.1928,0.590,32,-0.051,.762,0,24,351,381,Classic,6,MPF_MIZUNO.pdf
NIKE,Vr-Pro #6 Forged,2011,265.4,1.152,0.816,12.3376,0.472,30,-0.001,.815,0,12,349,379,Classic,6,MPF_NIKE.pdf
MIZUNO,T-ZOID true,1999,254,1.042,0.813,12.09170,0.575,27,-0.082,.731,0,36,347,377,Classic,,MPF_MIZUNO.pdf
SRIXON,ZX Forged #6,2021,258.3,1.249,0.835,12.7871,0.398,29,0.036,.871,-31,0,347,377,Classic,6,MPF_SRIXON.pdf
TOMMY ARMOUR,Concept 2,1987,267,1.103,0.827,12.96430,0.525,28,-0.045,.782,0,26,347,377,Classic,,MPF_TOMMYARMOUR.pdf
ADAMS,Idea #6,2004,256,1.292,0.950,15.9958,0.647,29,-0.067,.883,-65,0,344,374,Classic,6,MPF_ADAMS_GOLF.pdf
CLEVELAND,CG7 Tour Zip Grooves #6,2010,259,1.218,0.818,12.9150,0.404,30,0.039,0.857,-17,0,344,374,Classic,6,MPF_CLEVELAND.pdf
MIZUNO,MP-15 Ti Muscle #6,2015,262.1,1.186,0.796,12.5685,0.382,30,0.045,.841,-1,0,344,374,Classic,6,MPF_MIZUNO.pdf
CALLAWAY,X Forged #6,2013,260.3,1.213,0.804,11.9616,0.375,30,0.051,.855,-15,0,343,373,Classic,6,MPF_CALLAWAY.pdf
MIZUNO,Pro MP-11,1991,255,1.090,0.820,11.78374,0.500,26,-0.049,.771,0,24,343,373,Classic,,MPF_MIZUNO.pdf
MAXFLI,DP-801,1996,253,1.032,0.803,11.57960,0.562,27,-0.078,.725,0,35,342,372,Classic,,MPF_MAXFLI.pdf
MIZUNO,MP-18 MMC #6,2018,262.7,1.191,0.823,13.2983,0.376,27.5,0.022,.845,-5,0,341,371,Classic,6,MPF_MIZUNO.pdf
COBRA,Fly Z Pro DC #6,2015,260,1.251,0.821,10.9371,0.378,30,0.055,.876,-36,0,339,369,Classic,6,MPF_COBRA.pdf
WILSON,FG Tour V2 #6,2014,264.6,1.144,0.810,11.9945,0.436,29,0.007,.817,0,12,339,369,Classic,6,MPF_WILSON.pdf
MACGREGOR,Nicklaus Golden Bear,1986,269,1.134,0.840,15.59986,0.500,28,-0.028,.812,0,16,338,368,Classic,,MPF_MACGREGOR.pdf
NAKASHIMA,NX-1 #6,2006,267,1.285,0.810,12.53890,0.366,31,0.073,.883,-65,0,337,367,Classic,6,MPF_NAKASHIMA.pdf
WILSON,Staff Model #6,2020,259.9,1.217,0.844,12.5863,0.458,30,0.017,.861,-21,0,335,365,Classic,6,MPF_WILSON.pdf
MIZUNO,S1 Forged #6,2025,257.5,1.133,0.805,11.3927,0.456,30,0.005,.810,0,11,334,364,Classic,6,MPF_MIZUNO.pdf
WILSON,C200 #6,2016,263.1,1.349,0.914,15.8093,0.493,28,-0.004,.910,-105,0,334,364,Classic,6,MPF_WILSON.pdf
SRIXON,Z945 #6,2016,259.1,1.121,0.797,11.5748,0.432,29,0.005,.802,0,12,331,361,Classic,6,MPF_SRIXON.pdf
TITLEIST,870 (forged),2004,251,1.045,0.812,11.54100,0.537,27,-0.063,.749,0,35,331,361,Classic,,MPF_TITLEIST.pdf
MIZUNO,MP-62 Forged #6,2009,262.4,1.078,0.792,11.8552,0.509,31,-0.020,.772,0,24,330,360,Classic,6,MPF_MIZUNO.pdf
SRIXON,Z965 #6,2017,258.4,1.192,0.825,12.0570,0.390,28.5,0.026,.851,-11,0,330,360,Classic,6,MPF_SRIXON.pdf
MIZUNO,MP-20 Forged #6,2020,259.4,1.077,0.782,11.5668,0.471,30.5,-0.011,.771,0,23,329,359,Classic,6,MPF_MIZUNO.pdf
MIZUNO,MP-5 Forged #6,2015,262,1.095,0.783,11.43600,0.441,30,0.006,.789,0,23,329,359,Classic,6,MPF_MIZUNO.pdf
TITLEIST,DCI 762,2002,257,1.130,0.860,12.83966,0.500,25,-0.046,.814,0,13,329,359,Classic,,MPF_TITLEIST.pdf
TAYLOR MADE,RAC TP MB #6,2006,266,1.088,0.818,13.0986,0.562,32,-0.032,.786,0,26,328,358,Classic,6,MPF_TAYLORMADE.pdf
NIKE,Vr-Pro Combo #6 Forged S,2011,259.2,1.098,0.800,12.3512,0.488,31,-0.004,.796,0,25,327,357,Classic,6,MPF_NIKE.pdf
CALLAWAY,Apex TCB Forged #6,2022,260.0,1.124,0.804,12.4153,0.434,29,0.007,.811,0,12,325,355,Classic,6,MPF_CALLAWAY.pdf
MIZUNO,JPX 900 Tour #6,2017,258.1,1.141,0.799,12.5565,0.409,30,0.030,.829,0,13,325,355,Classic,6,MPF_MIZUNO.pdf
CLEVELAND,CG7 Tour Dynamic -MCT #6,2010,258,1.174,.817,13.2996,.424,30,0.028,.845,-5,0,324,354,Classic,6,MPF_CLEVELAND.pdf
MACGREGOR,M455 V-Mass (forged),2004,253,1.500,1.015,15.57220,0.625,26,-0.063,.952,-244,0,324,354,Classic,,MPF_MACGREGOR.pdf
MIZUNO,H-4 Forged #6,2013,264,1.199,0.896,13.61610,0.565,29,-0.038,.858,-18,0,323,353,Classic,6,MPF_MIZUNO.pdf
RAM,Tour Grind TG-898,1998,253,1.076,0.835,10.78261,0.537,27,-0.057,.778,0,22,320,350,Classic,,MPF_RAM.pdf
SRIXON,Z-Forged #6,2019,259.1,1.208,0.834,12.3918,0.408,29,0.030,.864,-24,0,320,350,Classic,6,MPF_SRIXON.pdf
CALLAWAY,Apex #6,2016,261.6,1.207,0.871,12.4838,0.457,27,-0.007,.864,-24,0,319,349,Classic,6,MPF_CALLAWAY.pdf
Takomo,Iron 201 #6,2024,260.1,1.115,0.815,12.9947,0.445,28,-0.006,.809,0,13,319,349,Classic,6,MPF_TAKOMO.pdf
TAYLORMADE,Tour Preferred #6,2009,258.7,1.205,0.830,13.6344,0.439,31,0.036,0.866,-26,0,313,343,Classic,6,MPF_TAYLORMADE.pdf
TITLEIST,MB Forged 718 #6,2018,261.5,1.127,0.772,12.1509,0.376,31,0.053,0.826,0,12,313,343,Classic,6,MPF_TITLEIST.pdf
MIZUNO,MP-68 Forged #6,2010,261,1.077,0.833,11.5762,0.576,31,-0.045,0.788,0,23,312,342,Classic,6,MPF_MIZUNO.pdf
NIKE,Blade (forged),2003,257,1.050,0.802,12.26820,0.500,28,-0.039,.763,0,25,312,342,Classic,,MPF_NIKE.pdf
NIKE,Pro Combo OS #6,2005,268,1.084,0.860,13.597,0.618,31,-0.061,.799,0,27,312,342,Classic,6,MPF_NIKE.pdf
PEERLESS,Acura,N/A,259,1.120,0.860,12.81050,0.500,26,-0.039,.821,0,13,312,342,Classic,,MPF_PEERLESS.pdf
PING,i210 #6,2018,259.3,1.331,0.883,14.9573,0.436,29,0.030,.913,-110,0,308,338,Classic,6,MPF_PING.pdf
CALLAWAY,Apex #6,2014,263.2,1.252,0.841,13.3692,0.348,27,0.041,.882,-63,0,307,337,Classic,6,MPF_CALLAWAY.pdf
COBRA,King Cobra Pro MB (Forged) #6,2008,260.0,1.108,0.819,12.0892,0.465,29,-0.006,0.813,0,12,307,337,Classic,6,MPF_COBRA.pdf
NIKE,Pro Combo,2003,260,1.064,0.843,12.40220,0.537,26,-0.061,.782,0,25,307,337,Classic,,MPF_NIKE.pdf
TITLEIST,MB Forged #6,2016,259.9,1.120,0.795,12.2692,0.425,31,0.032,0.827,0,12,305,335,Classic,6,MPF_TITLEIST.pdf
BEN HOGAN,Hogan Saber (forged),1958,274,1.076,0.859,13.29070,0.600,30,-0.060,.799,0,27,304,334,Classic,,MPF_BEN_HOGAN.pdf
PRECEPT,Tour Premium,2000,257,1.052,0.826,12.88900,0.537,28,-0.052,.774,0,26,304,334,Classic,,MPF_PRECEPT.pdf
WILSON,Staff Tour Blade,1980,260,1.060,0.815,10.98800,0.487,27,-0.037,778,0,22,304,334,Classic,,MPF_WILSON.pdf
TAYLORMADE,Burner #6,2010,262,1.318,0.938,15.4035,0.530,27,-0.027,0.911,-107,0,300,330,Classic,6,MPF_TAYLORMADE.pdf
MACGREGOR,Super Tourney,1998,256,1.055,0.855,14.16931,0.550,25,-0.071,.784,0,28,299,329,Classic,,MPF_MACGREGOR.pdf
NIKE,Vr Forged #6,2009,260.7,1.122,0.817,12.7171,0.458,31,0.020,0.837,0,13,298,328,Classic,6,MPF_NIKE.pdf
BEN HOGAN,Apex (forged),2001,256,1.057,0.828,11.56451,0.525,28,-0.045,.783,0,23,297,327,Classic,,MPF_BEN_HOGAN.pdf
NIKE,Vr #6 Forged,2014,264.7,1.111,0.825,12.7602,0.473,30,0.002,.827,0,13,297,327,Classic,6,MPF_NIKE.pdf
NIKE,Pro Combo #5,2005,262,1.108,0.867,13.9507,0.525,27,-0.042,.825,0,14,297,327,Classic,5,MPF_NIKE.pdf
PING,i525 #6,2022,252,1.314,0.916,15.1771,0.477,27,-0.005,.911,-107,0,297,327,Classic,6,MPF_PING.pdf
CALLAWAY,Apex MB #6,2015,258.7,1.190,0.818,10.9820,0.429,31,0.051,.869,-29,0,292,322,Classic,6,MPF_CALLAWAY.pdf
SUPER STICK,Adjustable Iron,1973,281,1.041,0.861,15.05670,0.575,25,-0.081,.780,0,30,291,321,Classic,,MPF_MISC.pdf
TAYLORMADE,P7MB Forged #6,2023,253.2,1.087,0.803,11.2597,0.438,29.5,0.004,.807,0,11,291,321,Classic,6,MPF_TAYLORMADE.pdf
TITLEIST,MB Forged 714 #6,2014,262.1,1.087,0.817,11.9121,0.487,30,-0.009,0.808,0,12,291,321,Classic,6,MPF_TITLEIST.pdf
TITLEIST,MB 710 Forged #6,2010,258,1.061,0.828,11.6247,0.522,29,-0.035,0.793,0,23,291,321,Classic,6,MPF_TITLEIST.pdf
WILSON,X-31 Tour,2000,246,1.090,0.864,14.80328,0.600,31,-0.049,.815,0,15,290,320,Classic,,MPF_WILSON.pdf
DYNACRAFT,Tour Caliber forged (muscle),1994,258,1.056,0.800,12.03780,0.425,27,-0.009,.791,0,24,289,319,Classic,,MPF_DYNACRAFT.pdf
NIKE,Ignite #6,2011,263.2,1.184,0.846,14.3599,0.490,32,0.024,.870,-30,0,284,314,Classic,6,MPF_NIKE.pdf
WISHON,969W #6,2010,262.7,1.144,.867,13.5579,.529,30,-.016,.851,-11,0,282,312,Classic,6,MPF_WISHON.pdf
TAYLORMADE,PSi Tour #6,2016,263.5,1.126,0.793,12.5331,0.367,30,0.052,.845,-5,0,276,306,Classic,6,MPF_TAYLORMADE.pdf
TAYLORMADE,MB Forged-Tour Preferred #6,2011,263.7,1.069,0.817,11.9136,0.508,31,-0.010,.807,0,12,274,304,Classic,6,MPF_TAYLORMADE.pdf
MIZUNO,Pro 221 Forged #6,2023,255.7,1.074,0.793,11.5553,0.424,30,0.020,.813,0,12,273,303,Classic,6,MPF_MIZUNO.pdf
TAYLORMADE,P7MB #6,2021,252.4,1.161,0.810,11.0284,0.387,31,0.054,.864,-24,0,273,303,Classic,6,MPF_TAYLORMADE.pdf
