brand,model,year,mpf,category,category_by_score,iron_number,source
MIZUNO,JPX Hot Metal Pro #6,2019,660,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
PING,S59,2004,660,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TITLEIST,DCI 981 SL,2000,660,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFWORKS,CER 551+,2002,659,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFSMITH,Sterling Tungsten,2000,658,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
CALLAWAY,Paradym #6,2023,656,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
POWER BILT,GrandSlam mens over,2000,654,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes FC-01,2002,652,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
ADAMS,IDEA Pro Forged #6,2006,651,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,King Cobra FP Ladies #7,2006,651,Game Improvement,Game Improvement,7,GolfWorks Maltby Playability Factor
GOLFSMITH,TGI.560,2002,651,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
HENRY-GRIFFITTS,HG-IS-1 #6,2012,651,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,Slim Max OS #6,2020,651,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
PXG,0311 XP Gen 7 SX Forged #6,2025,650,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,845m Silver Back,2003,650,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
YONEX,EZOne SD #6,2014,650,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,735 CM #6,2005,648,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,RAC CGB #6,2005,647,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,RAC LT #6,2003,647,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,FP #6,2006,646,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
WILSON,Fat Shaft FS #6,2001,646,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes 600xc forged,2005,645,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFSMITH,Tour Cavity,2005,645,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MACGREGOR,V-Foil 1025c (forged),2001,645,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TAYLORMADE,P770 Forged #6,2025,645,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
WILSON,Ci 6 #6,2005,645,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,AMP #6,2012,643,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
ADAMS,Tight Lies,2000,642,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
NIKE,NDS #6,2005,642,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P790 #6,2021,642,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,FP #6,2006,641,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MAXFLI,Revolution (multi-layer),1998,641,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TITLEIST,T150 Forged #6,2025,641,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
POWER BILT,GrandSlam H&B goal post align,1990,640,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
COBRA,King Cobra 3100 I/H,2004,639,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFSMITH,400CM Deep CG,2002,639,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFSMITH,HMX Twin Tune,2005,639,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TITLEIST,695 CB #6,2006,638,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MIZUNO,JPX 923 Forged #6,2023,637,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
ADAMS,A2 OS Hybrid #7,2006,636,Game Improvement,Game Improvement,7,GolfWorks Maltby Playability Factor
CALLAWAY,X-Forged #6,2007,636,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MALTBY,HP Forged,2000,636,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MALTBY,Tricept F1 Forged #6,2009,635,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MALTBY,Tricept F2 Forged #6,2010,635,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
ONE IRON GOLF,1 Iron Blackstone 31°,2021,635,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
PXG,Black Ops #6,2025,635,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
YONEX,VXF #6,2014,635,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
ADAMS,Idea a1 hybrid #6,2005,634,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CLEVELAND,HB3 #6,2010,634,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,Fly Z #6,2015,633,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Tri Matrix,2004,632,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
PXG,0311P 8th Gen,2026,632,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TAYLORMADE,R7 #6,2006,632,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CALLAWAY,Epic E19 Forged #6,2020,631,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Viper Tour,2005,631,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
NICKLAUS,Airmax (low profile),1999,630,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
PING,i3 +,2003,630,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes MC-01,2000,629,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
PEERLESS,Peerless,,629,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
PING,Anser Forged #6,2011,629,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
RAM,Accubar Dual Cavity,1993,629,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
COBRA,King Cobra Forged CB #6,2004,628,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MALTBY,Logic Tradition M-04 (forged),2002,628,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MALTBY,Peak Velocity,2003,628,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MACGREGOR,V-FOIL 1025cm (forged),2003,627,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TAYLORMADE,Burner 2.0 Women’s #6,2011,627,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,King Cobra FP #6,2008,626,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,King Tec-X Forged #6,2025,626,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
WISHON,Tamarron Grand Monarch,2003,626,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 825 #6,2013,625,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,T100 Forged #6,2025,625,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,XPC seven,2006,624,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
LYNX,Black Cat #5,2008,624,Game Improvement,Game Improvement,5,GolfWorks Maltby Playability Factor
MIZUNO,MX100 #6,2009,623,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CALLAWAY,X Hot Pro #6,2013,622,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MIZUNO,MX100 Hybrid #5,2009,622,Game Improvement,Game Improvement,5,GolfWorks Maltby Playability Factor
PXG,Gen 6 0311 P #6,2023,622,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,DTR #6,1988,622,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CALLAWAY,X Forged #6,2009,621,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CLEVELAND,588 MT Face Forged #6,2013,619,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,King Tour w/MIM Technology #6,2021,619,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MIZUNO,JPX 919 Forged #6,2019,619,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
ADAMS,Tight Lies #6,2004,617,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
WILSON,Fi 5 #6,2005,617,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,RBLADEZ Tour #6,2013,616,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MAXFLI,C3 Forged #6,2010,615,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex DCB 21 #6,2021,614,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,804 OS (forged stainless),2004,614,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
WILSON,1200 GE,1986,614,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
CLEVELAND,588 TT Face Forged #6,2013,613,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
HENRY-GRIFFITTS,HG-OS-1 #6,2012,612,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
NIKE,Sling Shot Tour #6,2006,612,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
PING,S57 #6,2009,612,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
WISHON,555C Forged #6,2010,612,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CLEVELAND,CG4 Tour #6,2006,611,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
HENRY-GRIFFITTS,HG #6,1993,607,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,320,2001,607,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TAYLORMADE,Burner 2.0 #6,2011,607,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P790 #6,2020,607,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
PXG,0311 #6,2016,606,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CALLAWAY,RAZR Forged #6,2011,605,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CALLAWAY,Xros #6,2016,605,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MAXFLI,Revolution (midsize),2000,605,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MIZUNO,TZOID MX15 #6,2003,605,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
PING,G435 #6,2021,605,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Viper MS,2003,604,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 800 #6,2011,604,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MIZUNO,JPX 921 Hot Metal Pro #6,2021,604,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MACGREGOR,MACTEC NVG2 #6,2006,603,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MACGREGOR,MT Mid #6,2008,603,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
NIKE,Ignite #5,2006,602,Game Improvement,Game Improvement,5,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,845s Titanium (Ti face),1998,602,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
CALLAWAY,XR Pro #6,2015,601,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Fire Forged 2,2005,601,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MIZUNO,T-ZOID Comp EZ #6,2003,601,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,775 #6,2006,601,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MACGREGOR,V-Foil 1025m (forged),2001,600,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
CALLAWAY,Ai Smoke #6,2024,599,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,Carbon CB #6,2006,596,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
PXG,0311 P Gen 7 SX Forged #6,2025,596,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,Morph #6,2005,596,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Magnum Plus,1991,594,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
CALLAWAY,X-22 Tour #6,2009,594,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
PING,S55 #6,2014,594,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,P2 G #5,2007,593,Game Improvement,Game Improvement,5,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,845 Max #6,2020,593,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CALLAWAY,Mavrik Pro Forged #6,2020,592,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
ADAMS,Idea Tech a4 Forged #6,2010,590,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Spalding Black Hawk,2003,590,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MIZUNO,MP-18 MMC FLI-HI #6,2018,590,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
WILSON,1200 #5,1973,590,Game Improvement,Game Improvement,5,GolfWorks Maltby Playability Factor
CALLAWAY,Epic Pro #6,2017,589,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CALLAWAY,X2 Hot #6,2014,589,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,T-D Tour Preferred,1988,588,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TITLEIST,775 CB #6,2006,588,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Viper LS,2003,587,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
NIKE,Vrs Covert #6,2013,587,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,300,2001,586,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TITLEIST,T200 #6,2021,585,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,AMP Forged #6,2012,584,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
ADAMS,A2 OS Hybrid #6,2006,583,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CALLAWAY,Rogue Pro #6,2018,583,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CLEVELAND,588 Altitude Face Forged # 6,2013,581,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
HENRY-GRIFFITTS,HG-TS-1 #6,2012,581,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,T100S #6,2021,580,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,Baffler Blade II,1989,579,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
COBRA,King Forged One #6,2017,579,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snakes Eyes 675B,2008,579,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 850 Women's #7,2015,579,Game Improvement,Game Improvement,7,GolfWorks Maltby Playability Factor
NIKE,CCi #6,2006,579,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,XPC Max #5,2007,578,Game Improvement,Game Improvement,5,GolfWorks Maltby Playability Factor
PING,I3 + Blade #6,2004,578,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Edge CFT,2004,577,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 925 Forged #6,2025,577,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MIZUNO,JPX EZ Forged #6,2014,577,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
SRIXON,ZU85 #6,2019,577,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MAXFLI,Australian Blade (MCT-97),1997,576,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TAYLORMADE,360,2002,576,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TAYLORMADE,P7CB Forged #6,2025,576,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,T150 Forged #6,2024,576,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
YONEX,EZOne #6,2014,575,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,T200 Forged #6,2024,574,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Viper MS,2000,573,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TAKOMO,Iron 101 #6,2024,573,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CLEVELAND,TA2 #6,2003,572,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
POWER BILT,Dynasty,2000,572,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFSMITH,XPC4,2004,571,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TAKOMO,Iron 101T #6,2024,571,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
ADAMS,Idea Tech V4 Hybrid #6,2013,570,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,King Cobra Transition S #5,2007,570,Game Improvement,Game Improvement,5,GolfWorks Maltby Playability Factor
DYNACRAFT,PC3 Power Chamber,2004,570,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
DYNACRAFT,Oversize,1994,569,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TITLEIST,T100 #6,2021,569,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CLEVELAND,CG2 #6,2005,567,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
SRIXON,ZXi5 Forged #6,2025,567,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P770 Forged #6,2023,567,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,Ti Bubble 2,1997,567,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Viper Ti Steel,2004,566,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MAXFLI,VT Tour Forged #6,2010,566,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
POWER BILT,Citation,2000,566,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TOUR EDGE,Bazooka QLS #6,2010,566,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
ADAMS,Tight Lies UC 10,2004,565,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFWORKS,Rim Fire,2000,565,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
MAXFLI,VHL (oversize),1996,564,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
PXG,0211 XCOR2 V3 #6,2022,564,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
LYNX,Black Cat Tour,1998,563,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
PING,Anser Forged #6,2013,563,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
POWER BILT,TPS 6.0 Oversize,1999,563,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TOUR EDGE,Exotics XCG #6,2010,563,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Tour Cavity Professional Grind,2000,562,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TITLEIST,DCI 981,1999,562,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
CALLAWAY,Epic #6,2017,561,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Python Plus #6,2006,561,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
NIKE,Slingshot #6,2004,561,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Apex Forged #6,2005,560,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
NIKE,SlingShot 40 (SS40),2008,560,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
PING,i-10,2008,560,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
SRIXON,ZX5 #6,2021,560,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CLEVELAND,HB Hybrid Women’s #6,2011,559,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
SRIXON,Z335 #6,2016,559,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
WISHON,991 C,2005,559,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
CALLAWAY,Apex Ti Fusion Forged #6,2025,558,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,King Forged #6,2011,557,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
COBRA,S2 Forged Tour #6,2017,557,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
CONFIDENCE,MP (Mader),1973,557,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
GOLFSMITH,Spalding Elegance,2002,557,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
POWER BILT,Titanium Copper,1998,557,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TAYLORMADE,Burner XD,2008,557,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
CLEVELAND,588 MB Forged #6,2012,556,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
WISHON,752TC,2003,556,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
PING,G730 #6,2024,555,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,DCI,1991,555,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
ADAMS,Idea a30S Hybrid #6,2010,554,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,T100 Forged #6,2024,553,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
MIZUNO,JPX 925 Forged Black #6,2025,552,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
PING,S56 #6,2011,552,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P770 #6,2021,552,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TAYLORMADE,R7 TP #6,2006,552,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
TITLEIST,T-MB 718 #6,2018,552,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
WILSON,Staff Ultra 45,1993,552,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
WOOD BROTHERS,NG2000,2000,552,Game Improvement,Game Improvement,,GolfWorks Maltby Playability Factor
TITLEIST,AP2 #6,2008,551,Game Improvement,Game Improvement,6,GolfWorks Maltby Playability Factor
NIKE,Sumo SQ,2008,550,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TAYLORMADE,Psi #6,2016,550,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,AP2 710 Forged #6,2010,548,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
ADAMS,GT Tight Lies,2003,547,Conventional,Conventional,,GolfWorks Maltby Playability Factor
PING,i 3 Blade,2001,546,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TAD MORE,Titanium Face,1998,546,Conventional,Conventional,,GolfWorks Maltby Playability Factor
CALLAWAY,Diablo Forged #6,2010,543,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,Pro 245 #6,2024,543,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PXG,Gen 5 0311 T #6,2022,543,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Forged TEC-X #6,2022,542,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,M-15 #6,2026,542,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,704 CB (forged stainless),2004,542,Conventional,Conventional,,GolfWorks Maltby Playability Factor
GOLFSMITH,Z9 Forged Face #5,2007,541,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
SPALDING,Top-Flite Tour,1998,541,Conventional,Conventional,,GolfWorks Maltby Playability Factor
SRIXON,Z335 Womens #6,2016,541,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
PING,i540 #6,2026,540,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P790 #6,2018,540,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TAYLORMADE,Burner Plus Women’s #6,2009,538,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MACGREGOR,M675 #6,2005,537,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MALTBY,Logic Pro Tour,1999,537,Conventional,Conventional,,GolfWorks Maltby Playability Factor
BRIDGESTONE,J 33 #6,2005,536,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,Gravity Back (optimum inertia),1999,536,Conventional,Conventional,,GolfWorks Maltby Playability Factor
MIZUNO,JPX 921 Forged #6,2021,536,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
WISHON,550M Forged #6,2010,536,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
COBRA,King Tec Forged #6,2025,535,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
FOREWARD,Forged #6,2026,535,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
MIZUNO,MX-950 Hemi COG Hybrid,2008,535,Conventional,Conventional,hybrid,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes VNM #5,2008,533,Conventional,Conventional,5,GolfWorks Maltby Playability Factor
MIZUNO,Pro 223 Forged #6,2023,532,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
CALLAWAY,Max X Forged #6,2026,531,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes TC-01,2000,531,Conventional,Conventional,,GolfWorks Maltby Playability Factor
NIKE,Slingshot #6,2010,530,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,T100S Forged #6,2020,530,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
TITLEIST,DCI Oversize +,1995,529,Conventional,Conventional,,GolfWorks Maltby Playability Factor
CLEVELAND,TA2,2003,528,Conventional,Conventional,,GolfWorks Maltby Playability Factor
GOLFSMITH,Harvey Penick Professional Tour,2000,528,Conventional,Conventional,,GolfWorks Maltby Playability Factor
TAYLORMADE,Tour Burner #6,2009,528,Conventional,Conventional,6,GolfWorks Maltby Playability Factor
